EmployeeID,AttritionProbability,RiskLevel,TopRiskFactors,RecommendedRetentionAction
1961,0.688,Medium,Satisfaction Composite Score; Manager Stability Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1962,0.1574,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1965,0.0888,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1966,0.1391,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1967,0.8975,High,Burnout Risk Index; Travel Burden Score; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1968,0.9557,High,Burnout Risk Index; Stock Option Level; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1969,0.0797,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1970,0.0609,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1971,0.1028,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1972,0.2721,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1973,0.04,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1974,0.8937,High,Monthly Income; Burnout Risk Index; Manager Stability Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1975,0.3268,Medium,Stock Option Level; Satisfaction Composite Score; Years Since Last Promotion,Conduct career development roadmap meeting; define clear progression milestones and promotion timeline.
1976,0.0323,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1979,0.1134,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1980,0.538,Medium,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1981,0.1321,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1982,0.1581,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1985,0.1514,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1986,0.0513,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1987,0.3617,Medium,Stock Option Level; Age; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1989,0.0757,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1992,0.6458,Medium,Burnout Risk Index; Num Companies Worked; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1993,0.3716,Medium,Stock Option Level; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1994,0.1982,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1995,0.0357,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1996,0.1383,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1997,0.1127,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1998,0.35,Medium,Burnout Risk Index; Num Companies Worked; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1999,0.0539,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2000,0.051,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2003,0.365,Medium,Num Companies Worked; Overtime Risk Score; Career Growth Risk Indicator,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2007,0.0887,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2008,0.0565,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2009,0.23,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2010,0.511,Medium,Stock Option Level; Age; Promotion Delay Risk,Conduct career development roadmap meeting; define clear progression milestones and promotion timeline.
2012,0.2844,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2013,0.1336,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2014,0.3956,Medium,Num Companies Worked; Stock Option Level; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
2015,0.015,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2016,0.0807,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2017,0.0398,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2018,0.2902,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2019,0.3595,Medium,Manager Stability Score; Environment Satisfaction; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
2020,0.1413,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2021,0.919,High,Burnout Risk Index; Monthly Income; Total Working Years,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2022,0.0182,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2023,0.9698,High,Monthly Income; Manager Stability Score; Burnout Risk Index,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2024,0.1183,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2025,0.0423,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2026,0.0402,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2027,0.2875,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2031,0.3981,Medium,Num Companies Worked; Stock Option Level; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
2032,0.4103,Medium,Monthly Income; Num Companies Worked; Burnout Risk Index,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2034,0.0858,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2035,0.0985,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2036,0.0578,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2037,0.1269,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2038,0.1777,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2040,0.6364,Medium,Burnout Risk Index; Stock Option Level; Promotion Delay Risk,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2041,0.0775,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2044,0.617,Medium,Num Companies Worked; Daily Rate; Department Research & Development,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
2045,0.2621,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2046,0.3575,Medium,Num Companies Worked; Stock Option Level; Department Research & Development,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
2048,0.0284,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2049,0.0347,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2051,0.0165,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2052,0.0387,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
2053,0.4737,Medium,Burnout Risk Index; Relationship Satisfaction; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2054,0.613,Medium,Burnout Risk Index; Stock Option Level; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
2055,0.8319,High,Burnout Risk Index; Manager Stability Score; Daily Rate,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
